,Unnamed: 0,ISIN,Currency,Exchange,ETF Underlying Index Ticker,Dvd Freq,Code,Type,Name,GICS Sector,GICS Ind Name,Name.1,ExchangeCode,Country
0,0,IE00BKP5L409,EUR,NA,LUMSTRUU,None,IMBE,ETP,ISHARES US MBS EUR-HA,#N/A N/A,#N/A N/A,ISH US MBS €HA,AS,The Netherlands
1,1,FR0010411884,EUR,FP,CACDSH,None,BX4,ETP,LYXOR CAC40 DX2SHRT,#N/A N/A,#N/A N/A,LYX CAC40 DDS,PA,France
2,2,FR0010592014,EUR,FP,CACGL,Annual,LVC,ETP,LYXOR CAC 40 DAILY 2X LEV,#N/A N/A,#N/A N/A,LYX CAC40 D 2X L,PA,France
3,3,IE00B0M62Y33,EUR,NA,AEXNR,Quarter,IAEX,ETP,ISHARES AEX,#N/A N/A,#N/A N/A,ISHARES AEX,AS,The Netherlands
4,4,IE00B4L5Y983,USD,LN,NDDUWI,None,IWDA,ETP,ISHARES CORE MSCI WORLD,#N/A N/A,#N/A N/A,ISH CORE MSCI WD,LSE,United Kingdom
5,5,NL0009272749,EUR,NA,AEX,Quarter,TDT,ETP,VANECK AEX UCITS ETF,#N/A N/A,#N/A N/A,VANECK AEX UCITS,AS,The Netherlands
6,6,IE00B3XXRP09,GBP,LN,SPTR500N,Quarter,VUSA,ETP,VANG S&P500 USDD,#N/A N/A,#N/A N/A,VANG S&P500 $DIS,LSE,United Kingdom
7,7,IE00B3RBWM25,GBP,LN,TAWNT01U,Quarter,VWRL,ETP,VANG FTSE AW USDD,#N/A N/A,#N/A N/A,VANG FTSE AL $D,LSE,United Kingdom
8,8,FR0010342592,EUR,FP,XNDXNNRL,Irreg,LQQ,ETP,LYXOR NASDAQ 100 DALY LEV,#N/A N/A,#N/A N/A,LYX NASQ100 DLEV,PA,France
9,9,IE00BKWQ0G16,EUR,FP,NE731540,None,STZ,ETP,SPDR EUROPE FINANCIALS,#N/A N/A,#N/A N/A,SPDR EUR FINCLS,PA,France
10,10,IE00B53SZB19,USD,LN,XNDXNNR,None,CNDX,ETP,ISHARES NASDAQ 100 USD ACC,#N/A N/A,#N/A N/A,ISH NASDAQ100 $A,LSE,United Kingdom
11,11,NL0009690221,EUR,NA,TGLOEI,Quarter,TGET,ETP,VANECK GLOBAL EQ WT ETF,#N/A N/A,#N/A N/A,VANECK GLB EQ WT,AS,The Netherlands
12,12,FR0007052782,EUR,FP,CACR,Semi-Anl,CAC,ETP,LYXOR CAC 40,#N/A N/A,#N/A N/A,LYX CAC 40,PA,France
13,13,IE00B14X4S71,USD,LN,IDCOT14,Semi-Anl,IDBT,ETP,ISHARES USD TRSRY 1-3Y USD D,#N/A N/A,#N/A N/A,ISH $TRS 1-3Y $D,LSE,United Kingdom
14,14,LU1327051279,EUR,IM,SPXT2IUT,None,SPX2S,ETP,LYXOR DDS S&P500,#N/A N/A,#N/A N/A,LYX DDS S&P500,MI,Italy
15,15,IE0031442068,USD,LN,SPTR500N,Quarter,IDUS,ETP,ISHARES CORE S&P 500,#N/A N/A,#N/A N/A,ISHR CORE S&P500,LSE,United Kingdom
16,16,JE00B1VS3770,EUR,IM,GOLDLNPM,None,PHAU,ETP,WISDOMTREE PHYSICAL GOLD,#N/A N/A,#N/A N/A,WT PHYSICAL GOLD,MI,Italy
17,17,IE00B0M62Q58,GBp,LN,NDDUWI,Quarter,IWRD,ETP,ISHARES MSCI WORLD,#N/A N/A,#N/A N/A,ISHR MSCI WORLD,LSE,United Kingdom
18,18,IE00B1YZSC51,EUR,NA,MSDEE15N,Quarter,IMEU,ETP,ISHARES CORE MSCI EUROPE,#N/A N/A,#N/A N/A,ISH CORE MSCI ER,AS,The Netherlands
19,19,LU1681043599,EUR,FP,MSDEWIN,None,CW8,ETP,AMUNDI MSCI WORLD UCITS-EUR,#N/A N/A,#N/A N/A,AMUNDI MSCI W-€,PA,France
20,20,LU0252634307,EUR,GY,D1AJ,None,LYXLEDAX,ETP,LYX ETF DAILY LEV DAX,#N/A N/A,#N/A N/A,LYXETF D-LEVDAX,XETRA,Germany
21,21,GB00B0CTWC01,EUR,NA,#N/A Field Not Applicable,#N/A N/A,OILB,ETP,ETFS BRENT 1MTH OIL SECR-EUR,#N/A N/A,#N/A N/A,ETFS BRENT 1MTH,AS,The Netherlands
22,22,IE00BYTRRD19,USD,LN,NU731552,None,WTEC,ETP,SPDR WORLD TECHNOLOGY,#N/A N/A,#N/A N/A,SPDR WORLD TECH,LSE,United Kingdom
23,23,IE00B7LGZ558,EUR,LN,LTFRTREU,Semi-Anl,IFRB,ETP,ISHARES FRANCE GOVT BND,#N/A N/A,#N/A N/A,ISHR FRANCE GOV,LSE,United Kingdom
24,24,IE00B5BMR087,USD,LN,SPTR500N,None,CSPX,ETP,ISHARES CORE S&P 500,#N/A N/A,#N/A N/A,ISHR CORE S&P500,LSE,United Kingdom
25,25,LU1681046931,EUR,FP,NCAC,Annual,C40,ETP,AMUNDI CAC 40 UCITS ETF,#N/A N/A,#N/A N/A,AMUNDI ETF CAC 4,PA,France
26,26,IE0008471009,EUR,GY,SX5T,Quarter,EUN2,ETP,ISHARES CORE EURO STOXX 50,#N/A N/A,#N/A N/A,ISH CORE STX50,XETRA,Germany
27,27,IE00B3F81R35,EUR,LN,LECPTREU,Semi-Anl,IEAC,ETP,ISHARES CORE EURO CORP BOND,#N/A N/A,#N/A N/A,ISHR CORE € CORP,LSE,United Kingdom
28,28,FR0007054358,EUR,FP,SX5T,Semi-Anl,MSE,ETP,LYXOR EUROSTOXX 50 DR,#N/A N/A,#N/A N/A,LYXETF STX50 DR,PA,France
29,29,FR0010869495,EUR,FP,SHRTDAX2,None,DSD,ETP,LYXOR DAILY SHORTDAX X2,#N/A N/A,#N/A N/A,LYX D-SHRTDAX X2,PA,France
30,30,IE00B441G979,EUR,IM,MXWOHEUR,None,IWDE,ETP,ISHARES MSCI WORLD EUR-H,#N/A N/A,#N/A N/A,ISHR WRLD €-H,MI,Italy
31,31,IE00BCRY6557,EUR,LN,IBXXUSE1,Irreg,ERNE,ETP,ISHARES EURO ULTRASHORT BOND,#N/A N/A,#N/A N/A,ISHR € ULTSHT BD,LSE,United Kingdom
32,32,GB00B00FHZ82,USD,LN,GOLDLNPM,None,GBS,ETP,GOLD BULLION SECURITIES LTD,#N/A N/A,#N/A N/A,GLD BULLION SCRT,LSE,United Kingdom
33,33,GB00B15KXV33,USD,LN,BCLMTTR,None,CRUD,ETP,WT WTI CRUDE OIL,#N/A N/A,#N/A N/A,WT WTI,LSE,United Kingdom
34,34,IE00BKM4GZ66,USD,LN,MIMUEMRN,None,EIMI,ETP,ISHARES CORE EM IMI ACC,#N/A N/A,#N/A N/A,ISHR CORE EM IMI,LSE,United Kingdom
35,35,FR0010756064,EUR,GR,CACTL,#N/A N/A,AFIT,ETP,AMUNDI ETF LEVERAGED CAC 40,#N/A N/A,#N/A N/A,AMUNDI ETF LEVER,XETRA,Germany
36,36,LU0629460832,EUR,NA,NU734933,Semi-Anl,UIMT,ETP,UBS ETF MSCI PACIFIC SRI DIS,#N/A N/A,#N/A N/A,UBS ETF PC SR-D,AS,The Netherlands
37,37,NL0010408704,EUR,NA,TTMTTSWE,Quarter,TSWE,ETP,VANECK SUST WLD EQ WT ETF,#N/A N/A,#N/A N/A,VNCK ST WD EQ WT,AS,The Netherlands
38,38,FR0010591362,EUR,FP,CACSH,None,SHC,ETP,LYXOR CAC 40 DAILY -1X INVER,#N/A N/A,#N/A N/A,LYX CAC40 D -1X,PA,France
39,39,IE00B3VVMM84,GBP,LN,TAWALENU,Quarter,VFEM,ETP,VANG FTSE EM USDD,#N/A N/A,#N/A N/A,VANG FTSE EM $D,LSE,United Kingdom
40,40,IE00B53L3W79,EUR,GY,SX5T,None,SXRT,ETP,ISHARES CORE EURO STOXX 50,#N/A N/A,#N/A N/A,ISHR EURO STX50,XETRA,Germany
41,41,IE00B8GKDB10,USD,LN,TAWHDY01,Quarter,VHYD,ETP,VANG FTSE HDY USDD,#N/A N/A,#N/A N/A,VANG DEV WLD $D,LSE,United Kingdom
42,42,LU0629460089,USD,SW,NU734911,Semi-Anl,ASRUSA,ETP,UBS ETF MSCI USA SRI UCITS,#N/A N/A,#N/A N/A,UBS MSCI USA SRI,SW,Switzerland
43,43,GB00B0CTWC01,EUR,NA,#N/A Field Not Applicable,#N/A N/A,OILB,ETP,ETFS BRENT 1MTH OIL SECR-EUR,#N/A N/A,#N/A N/A,ETFS BRENT 1MTH,AS,The Netherlands
44,44,NL0009272756,EUR,NA,AMX,3x a yr,TMX,ETP,VANECK AMX UCITS ETF,#N/A N/A,#N/A N/A,VANECK AMX UCITS,AS,The Netherlands
45,45,JE00B1VS3333,EUR,IM,SLVRLN,None,PHAG,ETP,WT PHYSICAL SILVER,#N/A N/A,#N/A N/A,WT PHYSICAL SLV,MI,Italy
46,46,FR0010468983,EUR,FP,SX5TL,Annual,LVE,ETP,LYXOR EURSTX50 DAILY LEV,#N/A N/A,#N/A N/A,LYX STX50 DLEV,PA,France
47,47,GB00B15KXV33,USD,LN,BCLMTTR,None,CRUD,ETP,WT WTI CRUDE OIL,#N/A N/A,#N/A N/A,WT WTI,LSE,United Kingdom
48,48,IE00B4L5YX21,USD,LN,MIMUJPNN,None,IJPA,ETP,ISHARES CORE MSCI JAPAN,#N/A N/A,#N/A N/A,ISH CORE MSCI JP,LSE,United Kingdom
49,49,FR0011869353,EUR,FP,NDDUWI,None,EWLD,ETP,LYXOR PEA MSCI WRLD,#N/A N/A,#N/A N/A,LYX PEA MSC WRLD,PA,France
50,50,IE00B945VV12,GBP,LN,TAWNT06E,Quarter,VEUR,ETP,VANG FTSE EUR EURD,#N/A N/A,#N/A N/A,VANG FTSE DE €D,LSE,United Kingdom
51,51,LU1834988278,EUR,FP,SXER,Irreg,OIL,ETP,LYXOR EURSTX600 OIL&GAS,#N/A N/A,#N/A N/A,LYX STX600 OIL&G,PA,France
52,52,NL0009690239,EUR,NA,GPR100GI,Quarter,TRET,ETP,VANECK GLB REAL ESTATE ETF,#N/A N/A,#N/A N/A,VANECK GLB RL ES,AS,The Netherlands
53,53,FR0013416716,EUR,FP,GOLDLNPM,None,GOLD,ETP,AMUNDI PHYSICAL GOLD ETC,#N/A N/A,#N/A N/A,AMUNDI PHYS GOLD,PA,France
54,54,IE00B3B8Q275,EUR,GY,IYGB,Semi-Anl,IUS6,ETP,ISHARES EURO COVERED BOND,#N/A N/A,#N/A N/A,ISH € COVERED BD,XETRA,Germany
55,55,LU0252633754,EUR,FP,DAX,None,DAX,ETP,LYXOR DAX DR,#N/A N/A,#N/A N/A,LYXETF DAX DR,PA,France
56,56,FR0011871110,EUR,FP,XNDXNNR,None,PUST,ETP,LYXOR PEA NASDAQ 100,#N/A N/A,#N/A N/A,LYX PEA NASDAQ,PA,France
57,57,IE00B4WXJJ64,EUR,GY,LEATTREU,Semi-Anl,EUNH,ETP,ISHARES CORE EURO GOVT BOND,#N/A N/A,#N/A N/A,ISH CORE € GOVT,XETRA,Germany
58,58,LU1829221024,EUR,IM,XNDXNNR,Annual,UST,ETP,LYXOR NASDAQ 100-ACC,#N/A N/A,#N/A N/A,LYXOR NASDAQ-ACC,MI,Italy
59,59,FR0010717124,EUR,FP,CACSH,None,C4S,ETP,AMUNDI ETF SHORT CAC 40 DAIL,#N/A N/A,#N/A N/A,AMUNDI ETF SHORT,PA,France
60,60,IE00B4K48X80,EUR,NA,MSDEE15N,None,IMAE,ETP,ISHARES CORE MSCI EUROPE ACC,#N/A N/A,#N/A N/A,ISH CORE ERP ACC,AS,The Netherlands
61,61,IE00BKX55S42,GBP,LN,AWNT05EU,Quarter,VERX,ETP,VANG FTSE DEX EURD,#N/A N/A,#N/A N/A,VANG FTSE EXUK€D,LSE,United Kingdom
62,62,FR0011871128,EUR,FP,SPTR500N,None,PSP5,ETP,LYXOR PEA S&P500,#N/A N/A,#N/A N/A,LYX PEA S&P500,PA,France
63,63,FR0013412285,EUR,FP,SPTR500N,None,PE500,ETP,AMUNDI PEA SP500 UCITS ETF,#N/A N/A,#N/A N/A,AMUNDI PEA SP500,PA,France
64,64,LU1829221024,EUR,IM,XNDXNNR,Annual,UST,ETP,LYXOR NASDAQ 100-ACC,#N/A N/A,#N/A N/A,LYXOR NASDAQ-ACC,MI,Italy
65,65,FR0013412269,EUR,FP,XNDXNNR,None,PANX,ETP,AMUNDI PEA NASDAQ UCITS ETF,#N/A N/A,#N/A N/A,AMUNDI PEA NSDQ,PA,France
66,66,IE00B52VJ196,EUR,NA,NE727461,None,IESE,ETP,ISHARES MSCI EUROPE SRI,#N/A N/A,#N/A N/A,ISH MSCI ERP SRI,AS,The Netherlands
67,67,IE00BYTRRB94,USD,LN,NU731553,None,WHEA,ETP,SPDR WORLD HEALTH CARE,#N/A N/A,#N/A N/A,SPDR WORLD HLTH,LSE,United Kingdom
68,68,LU1681046261,EUR,FP,EMIGG5,None,CB3,ETP,AMUNDI GOVT BOND EUROMTS,#N/A N/A,#N/A N/A,AMUNDI GOVT BD,PA,France
69,69,IE00B0M63177,GBp,LN,NDUEEGF,Quarter,IEEM,ETP,ISHARES MSCI EM,#N/A N/A,#N/A N/A,ISHARES MSCI EM,LSE,United Kingdom
70,70,FR0010424143,EUR,FP,SX5T2S,None,BXX,ETP,LYXOR EURSTX 50 D -2X INVERS,#N/A N/A,#N/A N/A,LYX STX50 D -2X,PA,France
71,71,FR0010755611,EUR,FP,M00UUS02,None,CL2,ETP,AMUNDI ETF LEVERAGED MSCI US,#N/A N/A,#N/A N/A,AMUNDI ETF LEVER,PA,France
72,72,FR0000021842,EUR,BB,BELPRX,Semi-Anl,BEL,ETP,LYXOR BEL 20 TR DR UCITS ETF,#N/A N/A,#N/A N/A,LYXETF BEL 20 TR,BR,Belgium
73,73,IE00B3ZW0K18,EUR,LN,SPXUXEN,None,IUSE,ETP,ISHARES S&P 500 EUR-H,#N/A N/A,#N/A N/A,ISHR SP 500 €-H,LSE,United Kingdom
74,74,LU0908500753,EUR,FP,SXXR,#N/A N/A,MEUD,ETP,LYXOR CORE EURSTX 600 DR,#N/A N/A,#N/A N/A,LYX CORE EURSTX,PA,France
75,75,NL0011683594,EUR,NA,MSDMDLGE,Quarter,TDIV,ETP,VANECK DEV MKT DVD LEADERS,#N/A N/A,#N/A N/A,VANECK DM DVD LD,AS,The Netherlands
76,76,IE00B52MJY50,USD,LN,NDDUPFXJ,None,CPXJ,ETP,ISHARES CORE MSCI PACIF X-JP,#N/A N/A,#N/A N/A,ISH MSCI PAC XJP,LSE,United Kingdom
77,77,LU0832435464,EUR,IM,SPVIXETR,#N/A N/A,LVO,ETP,LYXOR S&P500 VIX FTURES ER,#N/A N/A,#N/A N/A,LYX S&P500 VIX F,MI,Italy
78,78,LU1681045370,EUR,FP,NDUEEGF,None,AEEM,ETP,AMUNDI MSCI EMERG MARK,#N/A N/A,#N/A N/A,AMUNDI MS EM-E,PA,France
79,79,LU1940199711,EUR,FP,NE700717,None,ESGE,ETP,LYXOR MSCI EUR ESG LEADERS,#N/A N/A,#N/A N/A,LYX MSCI EU ESG,PA,France
80,80,LU0959211243,EUR,FP,SPXDHEN,Semi-Anl,SP5H,ETP,LYXOR S&P 500-D-HEDGED,#N/A N/A,#N/A N/A,LYXETF S&P500 DH,PA,France
81,81,LU1598691050,EUR,IM,FMMPITA5,Irreg,BTP13,ETP,LYXOR EUROMTS 1-3Y IT BTP GV,#N/A N/A,#N/A N/A,LYX EMTS 1-3ITBD,MI,Italy
82,82,IE00B6X2VY59,EUR,LN,BRDHTREU,Semi-Anl,IRCP,ETP,ISHARES EURO CORP BND IR-H,#N/A N/A,#N/A N/A,ISHR €CRP IR-H,LSE,United Kingdom
83,83,IE0032077012,GBp,LN,XNDXNNR,Quarter,EQQQ,ETP,INVESCO NASDAQ-100 DIST,#N/A N/A,#N/A N/A,INVESCO EQQQ,LSE,United Kingdom
84,84,IE00B1FZS798,USD,LN,IDCOT74,Semi-Anl,IDTM,ETP,ISHARES USD TREASURY 7-10Y,#N/A N/A,#N/A N/A,ISHR $ TRES 7-10,LSE,United Kingdom
85,85,IE00B0M63284,EUR,NA,TENDPNE,3x a yr,IPRP,ETP,ISHARES EUROPE PRPRTY YIELD,#N/A N/A,#N/A N/A,ISHR ERP PRTY YD,AS,The Netherlands
86,86,IE00B3YLTY66,EUR,IM,MIMUAWON,None,IMIE,ETP,SPDR ACWI IMI,#N/A N/A,#N/A N/A,SPDR ACWI,MI,Italy
87,87,IE00B14X4Q57,EUR,IM,BCEX6T,Irreg,IBGS,ETP,ISHARES EUR GOVT 1-3YR,#N/A N/A,#N/A N/A,ISHR € GOVT 1-3Y,MI,Italy
88,88,NL0010273801,EUR,NA,IBXXS15T,Quarter,TAT,ETP,VANECK EUR SVRN CAP AAA-AA,#N/A N/A,#N/A N/A,VANECK EUR SVR A,AS,The Netherlands
89,89,LU0629459743,EUR,GY,NU734908,Semi-Anl,UIMM,ETP,UBS ETF MSCI WORLD SRI,#N/A N/A,#N/A N/A,UBS ETF SC RSP-A,XETRA,Germany
90,90,LU0629460675,EUR,GR,NE734914,Semi-Anl,UIMR,ETP,UBS ETF MSCI EMU SRI,#N/A N/A,#N/A N/A,UBS MSCI EMU SRI,XETRA,Germany
91,91,IE00B14X4M10,USD,LN,NDDUNA,Quarter,IDNA,ETP,ISHARES MSCI NORTH AMERICA,#N/A N/A,#N/A N/A,ISH MSCI NRTH AM,LSE,United Kingdom
92,92,FR0011550672,EUR,FP,SXXR,Annual,ETZD,ETP,BNP P STOXX EUROPE 600 ETF,#N/A N/A,#N/A N/A,BNPP STOXX 600CD,PA,France
93,93,JE00B1VS3002,EUR,IM,PLDMLNPM,None,PHPD,ETP,WT PHYSICAL PALLADIUM,#N/A N/A,#N/A N/A,WT PHYSCL PALLAD,MI,Italy
94,94,LU0496786574,EUR,FP,SPTR500N,Semi-Anl,SP5,ETP,LYXOR S&P 500,#N/A N/A,#N/A N/A,LYXETF S&P500,PA,France
95,95,IE0032523478,EUR,LN,IBXXELAT,Quarter,IBCX,ETP,ISHARES EURO CORP LARGE CAP,#N/A N/A,#N/A N/A,ISHR EUR CORP LC,LSE,United Kingdom
96,96,IE00B02KXK85,GBp,LN,TXIN0UNU,Quarter,FXC,ETP,ISHARES CHINA LARGE CAP,#N/A N/A,#N/A N/A,ISHR CHINA LARGE,LSE,United Kingdom
97,97,FR0010757781,EUR,FP,SX5TS,None,C5S,ETP,AMUNDI ETF SHORT EURO STOXX,#N/A N/A,#N/A N/A,AMUNDI ETF SHORT,PA,France
98,98,IE00B4X9L533,USD,LN,NDDUWI,Quarter,HMWD,ETP,HSBC MSCI WORLD UCITS ETF,#N/A N/A,#N/A N/A,HSBC MSCI WORLD,LSE,United Kingdom
99,99,IE00BZ163M45,USD,LN,BUTFTRUU,Monthly,VDTY,ETP,VANGU USDTRBD USDD,#N/A N/A,#N/A N/A,VANG $TSYBD $D,LSE,United Kingdom
100,100,FR0013412020,EUR,FP,NDUEEGF,None,PAEEM,ETP,AMUNDI PEA MSCI EM UCITS ETF,#N/A N/A,#N/A N/A,AMUNDI PEA EM,PA,France
101,101,NL0011376074,EUR,NA,MSEGNWGE,Quarter,TNAE,ETP,VANECK NTH AMER EQ WT ETF,#N/A N/A,#N/A N/A,VANECK NAM EQ WT,AS,The Netherlands
102,102,IE00B0M62X26,EUR,GY,BEIG1T,None,IBCI,ETP,ISHARES EURO INFL-LKD GOVT,#N/A N/A,#N/A N/A,ISH € INF-LK GOV,XETRA,Germany
103,103,IE00B579F325,USD,LN,GOLDLNPM,None,SGLD,ETP,INVESCO PHYSICAL GOLD ETC,#N/A N/A,#N/A N/A,INVESCO PHY GOLD,LSE,United Kingdom
104,104,IE00B0M62S72,EUR,NA,SD3T,Quarter,IDVY,ETP,ISHARES EURO DIVIDEND,#N/A N/A,#N/A N/A,ISHR EURO DIV,AS,The Netherlands
105,105,FR0013380607,EUR,FP,CACR,None,CACC,ETP,LYXOR CAC 40,#N/A N/A,#N/A N/A,LYX CAC 40,PA,France
106,106,FR0010791194,EUR,FP,M2USSHRT,None,C2U,ETP,AMUNDI ETF SHORT MSCI USA DA,#N/A N/A,#N/A N/A,AMUNDI ETF SHORT,PA,France
107,107,NL0010731816,EUR,NA,TGLOTETR,Quarter,TEET,ETP,VANECK EUROPEAN EQ WT ETF,#N/A N/A,#N/A N/A,VANECK ERP EQ WT,AS,The Netherlands
108,108,LU1681048804,EUR,FP,SPTR500N,None,500,ETP,AMUNDI S&P 500 UCITS ETF,#N/A N/A,#N/A N/A,AMUNDI S&P 500,PA,France
109,109,IE00B466KX20,USD,LN,NDUEEGFA,None,EMAD,ETP,SPDR EM ASIA,#N/A N/A,#N/A N/A,SPDR EM ASIA,LSE,United Kingdom
110,110,LU0908500753,EUR,FP,SXXR,#N/A N/A,MEUD,ETP,LYXOR CORE EURSTX 600 DR,#N/A N/A,#N/A N/A,LYX CORE EURSTX,PA,France
111,111,FR0011550185,EUR,FP,SPTR500N,None,ESE,ETP,BNP P S&P 500 UCITS ETF,#N/A N/A,#N/A N/A,BNPP S&P500 € C,PA,France
112,112,IE00BYYR0B57,EUR,IM,#N/A Field Not Applicable,None,VVAL,ETP,VANG GLBLVAL USDA,#N/A N/A,#N/A N/A,VANG GLVALUE $D,MI,Italy
113,113,NL0009272772,EUR,NA,TTMTINL,Quarter,NTM,ETP,VANECK BALANCED ALLOCATION,#N/A N/A,#N/A N/A,VANECK BLNC ALLC,AS,The Netherlands
114,114,IE00BYTRR863,USD,LN,NU731551,None,WNRG,ETP,SPDR WORLD ENERGY,#N/A N/A,#N/A N/A,SPDR WORLD ENRGY,LSE,United Kingdom
115,115,IE00BKT6FV49,EUR,NA,MIMUJPNN,None,SJPE,ETP,ISHARES CORE MSCI JP - EURHA,#N/A N/A,#N/A N/A,ISH MSCI JP-€HA,AS,The Netherlands
116,116,FR0010315770,EUR,FP,NDDUWI,Semi-Anl,WLD,ETP,LYXOR MSCI WORLD,#N/A N/A,#N/A N/A,LYXETF MSCI WRLD,PA,France
117,117,LU1681040819,USD,FP,ITRR1T3,#N/A N/A,US1,ETP,AMUNDI US TREASURY 1-3 ETF,#N/A N/A,#N/A N/A,AMUNDI ETF US TR,PA,France
118,118,IE00B57X3V84,USD,LN,DJSWEX4R,None,IGSU,ETP,ISHARES GLOBAL SUST SCREENED,#N/A N/A,#N/A N/A,ISHR GLB SUST,LSE,United Kingdom
119,119,IE00BJK55C48,EUR,NA,I35046EU,None,EHYA,ETP,ISHARES EUR HY CORP ESG EURA,#N/A N/A,#N/A N/A,ISH €HYCP ESG €A,AS,The Netherlands
120,120,NL0009690247,EUR,NA,IB8A,Quarter,TCBT,ETP,VANECK EUR CORP ETF,#N/A N/A,#N/A N/A,VANECK EUR CORP,AS,The Netherlands
121,121,LU0908501058,EUR,FP,SXXT,None,MFED,ETP,LYXOR CORE EURSTX300 DR,#N/A N/A,#N/A N/A,LYXETF EURSTX300,PA,France
122,122,LU1681047236,EUR,FP,SX5T,#N/A N/A,C50,ETP,AMUNDI EURO STOXX 50 ETF DR,#N/A N/A,#N/A N/A,AMUNDI ETF EURO,PA,France
123,123,IE00B5M1WJ87,EUR,GY,SPEUHDAN,Semi-Anl,SPYW,ETP,SPDR EUR DIV ARISTOCRATS,#N/A N/A,#N/A N/A,SPDR EUR DIV,XETRA,Germany
124,124,LU1681038243,EUR,FP,XNDXNNR,None,ANX,ETP,AMUNDI NASDAQ 100-EUR,#N/A N/A,#N/A N/A,AMUNDI NS 100-E,PA,France
125,125,IE00B1TXHL60,GBp,LN,SPLPEQNT,Semi-Anl,IPRV,ETP,ISHARES LISTED PRIVATE EQY,#N/A N/A,#N/A N/A,ISHR LST PRV EQY,LSE,United Kingdom
126,126,NL0009690254,EUR,NA,IES11TR,Irreg,TGBT,ETP,VANECK EUR SVRN DIV 1-10 ETF,#N/A N/A,#N/A N/A,VANECK ₣ 3/64 45/64 SVR 1,AS,The Netherlands
127,127,IE00B3CNHG25,EUR,IM,LGIMGMNR,None,AUCO,ETP,L&G GOLD MINING UCITS ETF,#N/A N/A,#N/A N/A,L&G DAX GOLD,MI,Italy
128,128,FR0010424135,EUR,FP,SX5TS,None,BSX,ETP,LYXOR EURSTX50 DAILY-1X,#N/A N/A,#N/A N/A,LYX STX50 D -1X,PA,France
129,129,LU1681044480,EUR,FP,NDUEEGFA,None,AASI,ETP,AMUNDI MSCI EM ASIA UCITS ET,#N/A N/A,#N/A N/A,AMUNDI ETF MSCI,PA,France
130,130,LU0533033667,EUR,IM,NDWUIT,None,TNOW,ETP,LYXOR MSCI WORLD IT,#N/A N/A,#N/A N/A,LYX MSCI WRD IT,MI,Italy
131,131,IE00B1FZSC47,USD,LN,BCIT1T,None,IDTP,ETP,ISHARES USD TIPS,#N/A N/A,#N/A N/A,ISHR $ TIPS,LSE,United Kingdom
132,132,IE00BYPC1H27,USD,NA,I32561US,Semi-Anl,CNYB,ETP,ISHARES CHINA CNY BOND USD-D,#N/A N/A,#N/A N/A,ISH CNY BOND $D,AS,The Netherlands
133,133,IE00BYPLS672,USD,LN,HURNTR,None,USPY,ETP,L&G CYBER SECURITY UCITS ETF,#N/A N/A,#N/A N/A,L&G CYBER SECUR,LSE,United Kingdom
134,134,IE00B1FZS350,USD,LN,TENGDNU,Quarter,IDWP,ETP,ISHARES DVL MKT PROPERTY YLD,#N/A N/A,#N/A N/A,ISHR DM PRPTY YD,LSE,United Kingdom
135,135,IE00B9F5YL18,GBP,LN,TAWNT09U,Quarter,VAPX,ETP,VANG FTSEAPXJ USDD,#N/A N/A,#N/A N/A,VANG AS X JP $D,LSE,United Kingdom
136,136,IE00BC7GZW19,EUR,GY,BRC3TREU,Semi-Anl,SYBD,ETP,SPDR BBG 0-3 EURO CORPORATE,#N/A N/A,#N/A N/A,SPDR BBG 0-3 €CP,XETRA,Germany
137,137,IE00B0M63730,GBp,LN,NDEUCFEX,Quarter,IFFF,ETP,ISHR MSCI AC FAR EAST  X-JP,#N/A N/A,#N/A N/A,ISHR MSCI FE XJP,LSE,United Kingdom
138,138,LU1834986900,EUR,FP,SXDR,Irreg,HLT,ETP,LYXOR EURSTX600 HEALTHCARE,#N/A N/A,#N/A N/A,LYX STX600 HCARE,PA,France
139,139,IE00B95PGT31,GBP,LN,TWIJPNTU,Quarter,VJPN,ETP,VANG FTSE JPN USDD,#N/A N/A,#N/A N/A,VANG FTSE JP $D,LSE,United Kingdom
140,140,IE00B3T9LM79,EUR,GY,LECPTREU,Semi-Anl,SYBC,ETP,SPDR BBG EURO CORPORATE,#N/A N/A,#N/A N/A,SPDR BBG € CORP,XETRA,Germany
141,141,LU1681042864,EUR,FP,MSDEUSN,None,CU2,ETP,AMUNDI MSCI USA-EUR,#N/A N/A,#N/A N/A,AMUNDI MSCI-EU,PA,France
142,142,LU1834988518,EUR,FP,SX8R,Irreg,TNO,ETP,LYXOR EURSTX600 TECHNLG,#N/A N/A,#N/A N/A,LYX STX600 TECH,PA,France
143,143,JE00B588CD74,USD,LN,GOLDLNPM,None,SGBS,ETP,WT PHYSICAL SWISS GOLD,#N/A N/A,#N/A N/A,WT PHYSCL SW GLD,LSE,United Kingdom
144,144,FR0010754135,EUR,FP,EMIGA5,None,C13,ETP,AMUNDI ETF GOVT BOND EUROMTS,#N/A N/A,#N/A N/A,AMUNDI ETF GOVT,PA,France
145,145,NL0009272780,EUR,NA,TTMTIOF,Quarter,TOF,ETP,VANECK GROWTH ALLOCATION,#N/A N/A,#N/A N/A,VANECK GRWT ALLC,AS,The Netherlands
