,ISIN,Code,Name,Country,Exchange,Currency,Type,ISIN.1,ExchangeCode,logo
500,US9078181081,UNP,Union Pacific Corporation,USA,NYSE,USD,Common Stock,US9078181081,US,/img/logos/US/UNP.png
501,US9113121068,UPS,"United Parcel Service, Inc",USA,NYSE,USD,Common Stock,US9113121068,US,/img/logos/US/UPS.png
502,US9170471026,URBN,"Urban Outfitters, Inc",USA,NASDAQ,USD,Common Stock,US9170471026,US,/img/logos/US/urbn.png
503,US9029733048,USB,U.S. Bancorp,USA,NYSE,USD,Common Stock,US9029733048,US,/img/logos/US/usb.png
504,US91232N2071,USO,"United States Oil Fund, LP",USA,NYSE ARCA,USD,ETF,US91232N2071,US,
505,US92826C8394,V,Visa Inc,USA,NYSE,USD,Common Stock,US92826C8394,US,/img/logos/US/v.png
506,US9182041080,VFC,V.F. Corporation,USA,NYSE,USD,Common Stock,US9182041080,US,/img/logos/US/vfc.png
507,FR0000127771,VIVEF,Vivendi SE,USA,PINK,USD,Common Stock,FR0000127771,US,/img/logos/US/VIVEF.png
508,US92686J1060,VKTX,"Viking Therapeutics, Inc",USA,NASDAQ,USD,Common Stock,US92686J1060,US,/img/logos/US/VKTX.png
509,US91913Y1001,VLO,Valero Energy Corporation,USA,NYSE,USD,Common Stock,US91913Y1001,US,/img/logos/US/vlo.png
510,US9291601097,VMC,Vulcan Materials Company,USA,NYSE,USD,Common Stock,US9291601097,US,/img/logos/US/VMC.png
511,US9290421091,VNO,Vornado Realty Trust,USA,NYSE,USD,Common Stock,US9290421091,US,/img/logos/US/vno.png
512,GB00BH4HKS39,VODPF,Vodafone Group Plc,USA,PINK,USD,Common Stock,GB00BH4HKS39,US,/img/logos/US/VODPF.png
513,SE0000115446,VOLVF,AB Volvo (publ),USA,PINK,USD,Common Stock,SE0000115446,US,/img/logos/US/VOLVF.png
514,NL0009432491,VOPKF,Royal Vopak N.V,USA,PINK,USD,Common Stock,NL0009432491,US,/img/logos/US/VOPKF.png
515,US92345Y1064,VRSK,"Verisk Analytics, Inc",USA,NASDAQ,USD,Common Stock,US92345Y1064,US,/img/logos/US/VRSK.png
516,US92343E1029,VRSN,"VeriSign, Inc",USA,NASDAQ,USD,Common Stock,US92343E1029,US,/img/logos/US/VRSN.png
517,US92532F1003,VRTX,Vertex Pharmaceuticals Incorporated,USA,NASDAQ,USD,Common Stock,US92532F1003,US,/img/logos/US/VRTX.png
518,US92276F1003,VTR,"Ventas, Inc",USA,NYSE,USD,Common Stock,US92276F1003,US,/img/logos/US/vtr.png
519,US92243A2006,VXRT,"Vaxart, Inc",USA,NASDAQ,USD,Common Stock,US92243A2006,US,/img/logos/US/VXRT.png
520,US92343V1044,VZ,Verizon Communications Inc,USA,NASDAQ,USD,Common Stock,US92343V1044,US,/img/logos/US/vz.png
521,US9418481035,WAT,Waters Corporation,USA,NYSE,USD,Common Stock,US9418481035,US,/img/logos/US/WAT.png
522,US9314271084,WBA,"Walgreens Boots Alliance, Inc",USA,NASDAQ,USD,Common Stock,US9314271084,US,/img/logos/US/wba.png
523,CA94106B1013,WCN,"Waste Connections, Inc",USA,NYSE,USD,Common Stock,CA94106B1013,US,/img/logos/US/WCN.png
524,US98138H1014,WDAY,"Workday, Inc",USA,NASDAQ,USD,Common Stock,US98138H1014,US,/img/logos/US/wday.png
525,US92939U1060,WEC,"WEC Energy Group, Inc",USA,NYSE,USD,Common Stock,US92939U1060,US,/img/logos/US/wec.png
526,US95040Q1040,WELL,Welltower Inc,USA,NYSE,USD,Common Stock,US95040Q1040,US,/img/logos/US/WELL.png
527,US9497461015,WFC,Wells Fargo & Company,USA,NYSE,USD,Common Stock,US9497461015,US,/img/logos/US/WFC.png
528,US9633201069,WHR,Whirlpool Corporation,USA,NYSE,USD,Common Stock,US9633201069,US,/img/logos/US/WHR.png
529,US98138J2069,WKHS,Workhorse Group Inc,USA,NASDAQ,USD,Common Stock,US98138J2069,US,/img/logos/US/WKHS.png
530,US94106L1098,WM,"Waste Management, Inc",USA,NYSE,USD,Common Stock,US94106L1098,US,/img/logos/US/Wm.png
531,US9694571004,WMB,"The Williams Companies, Inc",USA,NYSE,USD,Common Stock,US9694571004,US,/img/logos/US/WMB.png
532,US9311421039,WMT,Walmart Inc,USA,NYSE,USD,Common Stock,US9311421039,US,/img/logos/US/wmt.png
533,US83088V1026,WORK,"Slack Technologies, Inc",USA,NYSE,USD,Common Stock,US83088V1026,US,/img/logos/US/WORK.png
534,CA9628791027,WPM,Wheaton Precious Metals Corp,USA,NYSE,USD,Common Stock,CA9628791027,US,/img/logos/US/WPM.png
535,US96145D1054,WRK,WestRock Company,USA,NYSE,USD,Common Stock,US96145D1054,US,/img/logos/US/WRK.png
536,US9553061055,WST,"West Pharmaceutical Services, Inc",USA,NYSE,USD,Common Stock,US9553061055,US,/img/logos/US/wst.png
537,US9598021098,WU,The Western Union Company,USA,NYSE,USD,Common Stock,US9598021098,US,/img/logos/US/wu.png
538,US9621661043,WY,Weyerhaeuser Company,USA,NYSE,USD,Common Stock,US9621661043,US,/img/logos/US/WY.png
539,US9831341071,WYNN,"Wynn Resorts, Limited",USA,NASDAQ,USD,Common Stock,US9831341071,US,/img/logos/US/Wynn.png
540,US98389B1008,XEL,Xcel Energy Inc,USA,NASDAQ,USD,Common Stock,US98389B1008,US,/img/logos/US/xel.png
541,US9839191015,XLNX,"Xilinx, Inc",USA,NASDAQ,USD,Common Stock,US9839191015,US,/img/logos/US/XLNX.png
542,US30231G1022,XOM,Exxon Mobil Corporation,USA,NYSE,USD,Common Stock,US30231G1022,US,/img/logos/US/XOM.png
543,US98421M1062,XRX,Xerox Holdings Corporation,USA,NYSE,USD,Common Stock,US98421M1062,US,/img/logos/US/XRX.png
544,US98419M1009,XYL,Xylem Inc,USA,NYSE,USD,Common Stock,US98419M1009,US,/img/logos/US/XYL.png
545,US9884981013,YUM,"Yum! Brands, Inc",USA,NYSE,USD,Common Stock,US9884981013,US,/img/logos/US/YUM.png
546,US98956P1021,ZBH,"Zimmer Biomet Holdings, Inc",USA,NYSE,USD,Common Stock,US98956P1021,US,/img/logos/US/ZBH.png
547,CH0011075394,ZFSVF,Zurich Insurance Group AG,USA,OTCQX,USD,Common Stock,CH0011075394,US,/img/logos/US/ZFSVF.png
548,US9897011071,ZION,"Zions Bancorporation, National Association",USA,NASDAQ,USD,Common Stock,US9897011071,US,/img/logos/US/zion.png
549,US98980L1017,ZM,"Zoom Video Communications, Inc",USA,NASDAQ,USD,Common Stock,US98980L1017,US,/img/logos/US/ZM.png
550,US98986T1088,ZNGA,Zynga Inc,USA,NASDAQ,USD,Common Stock,US98986T1088,US,/img/logos/US/znga.png
551,US98978V1035,ZTS,Zoetis Inc,USA,NYSE,USD,Common Stock,US98978V1035,US,/img/logos/US/zts.png
552,FR0000051732,0DNH,Atos SE,UK,LSE,GBP,Common Stock,FR0000051732,LSE,
553,DE0005200000,0DQ7,Beiersdorf Aktiengesellschaft,UK,LSE,GBP,Common Stock,DE0005200000,LSE,
554,FR0000121964,0F4I,Klépierre SA,UK,LSE,GBP,Common Stock,FR0000121964,LSE,
555,DE000A0D9PT0,0FC9,MTU Aero Engines AG,UK,LSE,GBP,Common Stock,DE000A0D9PT0,LSE,
556,ES0113860A34,0H00,"Banco de Sabadell, S.A",UK,LSE,GBP,Common Stock,ES0113860A34,LSE,
557,FR0000121014,0HAU,"LVMH Moët Hennessy - Louis Vuitton, Société Européenne",UK,LSE,GBX,Common Stock,FR0000121014,LSE,
558,LU0156801721,0HXB,Tenaris S.A,UK,LSE,GBP,Common Stock,LU0156801721,LSE,
559,FR0000044448,0IGF,Nexans S.A,UK,LSE,GBP,Common Stock,FR0000044448,LSE,
560,FR0010411983,0IT3,SCOR SE,UK,LSE,GBP,Common Stock,FR0010411983,LSE,
561,FR0000064578,0J6V,Covivio,UK,LSE,GBP,Common Stock,FR0000064578,LSE,
562,FR0010208488,0LD0,Engie S.A.,UK,LSE,GBP,Common Stock,FR0010208488,LSE,
563,NL0000852580,0LO8,Royal Boskalis Westminster N.V,UK,LSE,GBP,Common Stock,NL0000852580,LSE,
564,DE0005439004,0LQ1,Continental Aktiengesellschaft,UK,LSE,GBP,Common Stock,DE0005439004,LSE,
565,FR0000121147,0MGR,Faurecia S.E,UK,LSE,GBP,Common Stock,FR0000121147,LSE,
566,FR0000121709,0MGS,SEB SA,UK,LSE,GBP,Common Stock,FR0000121709,LSE,
567,FR0000130395,0MGU,Rémy Cointreau SA,UK,LSE,GBP,Common Stock,FR0000130395,LSE,
568,IT0003261697,0MHJ,Azimut Holding S.p.A.,UK,LSE,GBP,Common Stock,IT0003261697,LSE,
569,NL0013332471,0MKS,TomTom N.V,UK,LSE,GBP,Common Stock,NL0013332471,LSE,
570,DE000A0Z2ZZ5,0MV2,freenet AG,UK,LSE,GBP,Common Stock,DE000A0Z2ZZ5,LSE,
571,NL0000289213,0NMR,Wereldhave N.V,UK,LSE,GBP,Common Stock,NL0000289213,LSE,
572,NL0000395903,0NMU,Wolters Kluwer N.V,UK,LSE,GBP,Common Stock,NL0000395903,LSE,
573,FR0000120560,0NQ5,Quadient S.A,UK,LSE,GBP,Common Stock,FR0000120560,LSE,
574,FR0000125486,0NQM,VINCI SA,UK,LSE,GBP,Common Stock,FR0000125486,LSE,
575,IT0003153415,0NQP,Snam S.p.A,UK,LSE,GBP,Common Stock,IT0003153415,LSE,
576,FR0013506730,0NR2,Vallourec S.A,UK,LSE,GBP,Common Stock,FR0013506730,LSE,
577,IT0004176001,0NUX,Prysmian S.p.A,UK,LSE,GBP,Common Stock,IT0004176001,LSE,
578,FR0000124141,0NY8,Veolia Environnement S.A,UK,LSE,GBP,Common Stock,FR0000124141,LSE,
579,NL0000009165,0O26,Heineken N.V,UK,LSE,GBP,Common Stock,NL0000009165,LSE,
580,DE0007472060,0O8X,Wirecard AG,UK,LSE,GBP,Common Stock,DE0007472060,LSE,
581,PTEDP0AM0009,0OF7,"EDP - Energias de Portugal, S.A",UK,LSE,GBP,Common Stock,PTEDP0AM0009,LSE,
582,FR0000121667,0OMK,EssilorLuxottica Société anonyme,UK,LSE,GBP,Common Stock,FR0000121667,LSE,
583,DE0005785604,0OO9,Fresenius SE & Co. KGaA,UK,LSE,GBP,Common Stock,DE0005785604,LSE,
584,NL0009739416,0P47,PostNL N.V.,UK,LSE,GBP,Common Stock,NL0009739416,LSE,
585,DE000BAY0017,0P6S,Bayer Aktiengesellschaft,UK,LSE,EUR,Common Stock,DE000BAY0017,LSE,
586,NL0010273215,0QB8,ASML Holding N.V,UK,LSE,GBP,Common Stock,NL0010273215,LSE,
587,NL0012969182,0YP5,Adyen N.V,UK,LSE,EUR,Common Stock,NL0012969182,LSE,/img/logos/LSE/0YP5.png
588,LU1681049018,500U,Amundi Index Solutions - Amundi S&P 500 UCITS ETF C USD,UK,LSE,USD,ETF,LU1681049018,LSE,
589,GB00B1XZS820,AAL,Anglo American plc,UK,LSE,GBX,Common Stock,GB00B1XZS820,LSE,/img/logos/LSE/AAL.png
590,GB0006731235,ABF,Associated British Foods plc,UK,LSE,GBX,Common Stock,GB0006731235,LSE,/img/logos/LSE/ABF.png
591,GB00B02J6398,ADM,Admiral Group plc,UK,LSE,GBX,Common Stock,GB00B02J6398,LSE,/img/logos/LSE/ADM.png
592,GB0000536739,AHT,Ashtead Group plc,UK,LSE,GBX,Common Stock,GB0000536739,LSE,/img/logos/LSE/AHT.png
593,GB0000456144,ANTO,Antofagasta plc,UK,LSE,GBX,Common Stock,GB0000456144,LSE,/img/logos/LSE/ANTO.png
594,IE00B3CNHG25,AUCO,L&G Gold Mining UCITS ETF,UK,LSE,USD,ETF,IE00B3CNHG25,LSE,
595,GB00BVYVFW23,AUTO,Auto Trader Group plc,UK,LSE,GBX,Common Stock,GB00BVYVFW23,LSE,/img/logos/LSE/AUTO.png
596,GB0002162385,AV,Aviva plc,UK,LSE,GBX,Common Stock,GB0002162385,LSE,/img/logos/LSE/AV.png
597,GB00BDD85M81,AVST,Avast Plc,UK,LSE,GBX,Common Stock,GB00BDD85M81,LSE,/img/logos/LSE/AVST.png
598,GB00BBG9VN75,AVV,AVEVA Group plc,UK,LSE,GBX,Common Stock,GB00BBG9VN75,LSE,/img/logos/LSE/AVV.png
599,GB0002875804,BATS,British American Tobacco p.l.c,UK,LSE,GBX,Common Stock,GB0002875804,LSE,/img/logos/LSE/Bats.png
600,GB0000811801,BDEV,Barratt Developments plc,UK,LSE,GBX,Common Stock,GB0000811801,LSE,/img/logos/LSE/BDEV.png
601,GB00BH0P3Z91,BHP,BHP Group,UK,LSE,GBX,Common Stock,GB00BH0P3Z91,LSE,/img/logos/LSE/BHP.png
602,GB00B02L3W35,BKG,The Berkeley Group Holdings plc,UK,LSE,GBX,Common Stock,GB00B02L3W35,LSE,/img/logos/LSE/BKG.png
603,GB0001367019,BLND,British Land Company Plc,UK,LSE,GBX,Common Stock,GB0001367019,LSE,/img/logos/LSE/BLND.png
604,ES0113900J37,BNC,"Banco Santander, S.A",UK,LSE,GBX,Common Stock,ES0113900J37,LSE,/img/logos/LSE/BNC.png
605,GB00B0744B38,BNZL,Bunzl plc,UK,LSE,GBX,Common Stock,GB00B0744B38,LSE,/img/logos/LSE/BNZL.png
606,GB0007980591,BP,BP p.l.c,UK,LSE,GBX,Common Stock,GB0007980591,LSE,/img/logos/LSE/BP.png
607,GB0031743007,BRBY,Burberry Group plc,UK,LSE,GBX,Common Stock,GB0031743007,LSE,/img/logos/LSE/BRBY.png
608,GB0030913577,BT-A,BT Group plc,UK,LSE,GBX,Common Stock,GB0030913577,LSE,/img/logos/LSE/BT-A.png
609,FR0007052782,CACX,Lyxor CAC 40 (DR) UCITS ETF Dist,UK,LSE,GBX,ETF,FR0007052782,LSE,
610,IE00B3VWN393,CBU7,iShares $ Treasury Bond 3-7yr UCITS ETF USD (Acc),UK,LSE,USD,ETF,IE00B3VWN393,LSE,
611,CH0198251305,CCH,Coca-Cola HBC AG,UK,LSE,GBX,Common Stock,CH0198251305,LSE,/img/logos/LSE/CCH.png
612,IE00B53QG562,CEU1,iShares VII PLC -iShares Core MSCI EMU UCITS ETF EUR (Acc),UK,LSE,GBX,ETF,IE00B53QG562,LSE,
613,IE00B53SZB19,CNDX,iShares NASDAQ 100 UCITS ETF USD (Acc),UK,LSE,USD,ETF,IE00B53SZB19,LSE,
614,GB00BD6K4575,CPG,Compass Group PLC,UK,LSE,GBX,Common Stock,GB00BD6K4575,LSE,/img/logos/LSE/CPG.png
615,IE00B52MJY50,CPJ1,iShares VII Public Limited Company - iShares Core MSCI Pacific ex Japan UCITS ETF,UK,LSE,GBX,ETF,IE00B52MJY50,LSE,
616,GB00BJFFLV09,CRDA,Croda International Plc,UK,LSE,GBX,Common Stock,GB00BJFFLV09,LSE,/img/logos/LSE/CRDA.png
617,IE0001827041,CRH,CRH plc,UK,LSE,GBX,Common Stock,IE0001827041,LSE,/img/logos/LSE/CRH.png
618,GB00B15KXV33,CRUD,WisdomTree WTI Crude Oil,UK,LSE,USD,ETF,GB00B15KXV33,LSE,
619,IE00B53L3W79,CS51,iShares Core EURO STOXX 50 ETF EUR Acc,UK,LSE,GBX,ETF,IE00B53L3W79,LSE,
620,IE00B5BMR087,CSP1,iShares VII Public Limited Company - iShares Core S&P 500 UCITS ETF,UK,LSE,GBX,ETF,IE00B5BMR087,LSE,
621,LU0252633754,DAXX,MULTI-UNITS LUXEMBOURG - Lyxor DAX (DR) UCITS ETF - Acc,UK,LSE,GBX,ETF,LU0252633754,LSE,
622,IE0002424939,DCC,DCC plc,UK,LSE,GBX,Common Stock,IE0002424939,LSE,/img/logos/LSE/DCC.png
623,GB0002374006,DGE,Diageo plc,UK,LSE,GBX,Common Stock,GB0002374006,LSE,/img/logos/LSE/DGE.png
624,FR0007056841,DJEL,Lyxor UCITS ETF Dow Jones Industrial Average,UK,LSE,GBX,ETF,FR0007056841,LSE,
625,IE00B02KXL92,DJMC,iShares EURO STOXX Mid UCITS ETF EUR (Dist),UK,LSE,GBX,ETF,IE00B02KXL92,LSE,
626,IE00B02KXM00,DJSC,iShares EURO STOXX Small UCITS ETF EUR (Dist),UK,LSE,GBX,ETF,IE00B02KXM00,LSE,
627,PTMEN0AE0005,EGL,Ecofin Global Utilities & Infrastructure Trust Plc,UK,LSE,GBX,Common Stock,PTMEN0AE0005,LSE,/img/logos/LSE/EGL.png
628,IE00BKM4GZ66,EIMI,iShares Core MSCI EM IMI UCITS ETF USD (Acc),UK,LSE,USD,ETF,IE00BKM4GZ66,LSE,
629,IE00B466KX20,EMAD,SPDR MSCI EM Asia UCITS ETF,UK,LSE,USD,ETF,IE00B466KX20,LSE,
630,IM00B5VQMV65,ENT,Entain Plc,UK,LSE,GBX,Common Stock,IM00B5VQMV65,LSE,/img/logos/LSE/ENT.png
631,IE0032077012,EQQQ,PowerShares Global Funds Ireland Public Limited Company - PowerShares EQQQ Nasdaq-100 UCITS ETF,UK,LSE,GBX,ETF,IE0032077012,LSE,
632,IE00BCRY6557,ERN1,iShares &#226;&#130;&#172; Ultrashort Bond UCITS ETF EUR (Dist),UK,LSE,GBP,ETF,IE00BCRY6557,LSE,
633,IE00B3T9LM79,EUCO,SPDR Bloomberg Barclays Euro Corporate Bond UCITS ETF,UK,LSE,EUR,ETF,IE00B3T9LM79,LSE,
634,IE00B5M1WJ87,EUDI,SPDR S&P Euro Dividend Aristocrats ETF,UK,LSE,EUR,ETF,IE00B5M1WJ87,LSE,
635,IE0008471009,EUE,iShares Core EURO STOXX 50 UCITS ETF EUR (Dist),UK,LSE,GBX,ETF,IE0008471009,LSE,
636,IE0008470928,EUN,iShares STOXX Europe 50 UCITS ETF EUR (Dist),UK,LSE,GBX,ETF,IE0008470928,LSE,
637,GB00B71N6K86,EVR,EVRAZ plc,UK,LSE,GBX,Common Stock,GB00B71N6K86,LSE,/img/logos/LSE/EVR.png
638,JE00BJVNSS43,FERG,Ferguson plc,UK,LSE,GBX,Common Stock,JE00BJVNSS43,LSE,/img/logos/LSE/FERG.png
639,IE00BWT6H894,FLTR,Flutter Entertainment plc,UK,LSE,GBX,Common Stock,IE00BWT6H894,LSE,/img/logos/LSE/FLTR.png
640,IE00BKWQ0G16,FNCL,SPDR MSCI Europe Financials UCITS ETF,UK,LSE,EUR,ETF,IE00BKWQ0G16,LSE,
641,GB00B2QPKJ12,FRES,Fresnillo plc,UK,LSE,GBX,Common Stock,GB00B2QPKJ12,LSE,/img/logos/LSE/FRES.png
642,IE00B02KXK85,FXC,iShares Public Limited Company - iShares China Large Cap UCITS ETF,UK,LSE,GBX,ETF,IE00B02KXK85,LSE,
643,GB00B00FHZ82,GBS,Gold Bullion Securities ETC,UK,LSE,USD,ETF,GB00B00FHZ82,LSE,
644,GB00B0LCW083,HIK,Hikma Pharmaceuticals PLC,UK,LSE,GBX,Common Stock,GB00B0LCW083,LSE,/img/logos/LSE/HIK.png
645,GB00B1VZ0M25,HL,Hargreaves Lansdown plc,UK,LSE,GBX,Common Stock,GB00B1VZ0M25,LSE,/img/logos/LSE/HL.png
646,GB0004052071,HLMA,Halma plc,UK,LSE,GBX,Common Stock,GB0004052071,LSE,/img/logos/LSE/HLMA.png
647,IE00B44T3H88,HMCD,HSBC MSCI China UCITS ETF,UK,LSE,USD,ETF,IE00B44T3H88,LSE,
648,IE00B4X9L533,HMWD,HSBC MSCI World UCITS ETF,UK,LSE,USD,ETF,IE00B4X9L533,LSE,
649,GB00BYYTFB60,HSV,HomeServe plc,UK,LSE,GBX,Common Stock,GB00BYYTFB60,LSE,/img/logos/LSE/HSV.png
650,IE00B0M62Y33,IAEX,iShares AEX UCITS ETF EUR (Dist),UK,LSE,GBX,ETF,IE00B0M62Y33,LSE,
651,IE00B14X4T88,IAPD,iShares Public Limited Company - iShares Asia Pacific Dividend UCITS ETF,UK,LSE,GBX,ETF,IE00B14X4T88,LSE,
652,IE00B0M62X26,IBCI,iShares &#226;&#130;&#172; Inflation Linked Govt Bond UCITS ETF EUR (Acc),UK,LSE,GBP,ETF,IE00B0M62X26,LSE,
653,IE0032523478,IBCX,iShares &#226;&#130;&#172; Corp Bond Large Cap UCITS ETF EUR (Dist),UK,LSE,EUR,ETF,IE0032523478,LSE,
654,IE00B3FH7618,IBGE,iShares &#226;&#130;&#172; Govt Bond 0-1yr UCITS ETF EUR (Dist),UK,LSE,GBP,ETF,IE00B3FH7618,LSE,
655,IE00B1FZS806,IBGM,iShares &#226;&#130;&#172; Govt Bond 7-10yr UCITS ETF EUR (Dist),UK,LSE,GBP,ETF,IE00B1FZS806,LSE,
656,IE00B14X4Q57,IBGS,iShares &#226;&#130;&#172; Govt Bond 1-3yr UCITS ETF EUR (Dist),UK,LSE,GBP,ETF,IE00B14X4Q57,LSE,
657,IE00B1FZS681,IBGX,iShares &#226;&#130;&#172; Govt Bond 3-5yr UCITS ETF EUR (Dist),UK,LSE,GBP,ETF,IE00B1FZS681,LSE,
658,IE00B1FZS798,IBTM,iShares $ Treasury Bond 7-10yr UCITS ETF USD (Dist),UK,LSE,GBP,ETF,IE00B1FZS798,LSE,
659,IE00B14X4S71,IBTS,iShares Public Limited Company - iShares $ Treasury Bond 1-3yr UCITS ETF,UK,LSE,GBP,ETF,IE00B14X4S71,LSE,
660,IE00B0M63516,IBZL,iShares Public Limited Company - iShares MSCI Brazil UCITS ETF (Dist),UK,LSE,GBX,ETF,IE00B0M63516,LSE,
661,GB00BYT1DJ19,ICP,Intermediate Capital Group plc,UK,LSE,GBX,Common Stock,GB00BYT1DJ19,LSE,/img/logos/LSE/ICP.png
662,IE00B0M63177,IDEM,iShares MSCI EM UCITS ETF USD (Dist),UK,LSE,USD,ETF,IE00B0M63177,LSE,
663,IE00B0M63730,IDFF,iShares MSCI AC Far East ex-Japan UCITS ETF USD (Dist),UK,LSE,USD,ETF,IE00B0M63730,LSE,
664,IE00B1FZS467,IDIN,iShares Global Infrastructure UCITS ETF USD (Dist),UK,LSE,USD,ETF,IE00B1FZS467,LSE,
665,IE00B14X4M10,IDNA,iShares MSCI North America UCITS ETF USD (Dist),UK,LSE,USD,ETF,IE00B14X4M10,LSE,
666,IE00B1TXHL60,IDPE,iShares Listed Private Equity UCITS ETF USD (Dist),UK,LSE,USD,ETF,IE00B1TXHL60,LSE,
667,IE00B1FZS574,IDTK,iShares MSCI Turkey UCITS ETF USD (Dist),UK,LSE,USD,ETF,IE00B1FZS574,LSE,
668,IE00B1FZSC47,IDTP,iShares $ TIPS UCITS ETF USD (Acc),UK,LSE,USD,ETF,IE00B1FZSC47,LSE,
669,IE0031442068,IDUS,iShares Core S&P 500 UCITS ETF USD Dist,UK,LSE,USD,ETF,IE0031442068,LSE,
670,IE00B0M62S72,IDVY,iShares Euro Dividend UCITS ETF EUR (Dist),UK,LSE,GBX,ETF,IE00B0M62S72,LSE,
671,IE00B1FZS350,IDWP,iShares Developed Markets Property Yield UCITS ETF USD (Dist),UK,LSE,USD,ETF,IE00B1FZS350,LSE,
672,IE00B0M62Q58,IDWR,iShares MSCI World UCITS ETF USD (Dist),UK,LSE,USD,ETF,IE00B0M62Q58,LSE,
673,IE00B3F81R35,IEAC,iShares Core &#226;&#130;&#172; Corp Bond UCITS ETF EUR (Dist),UK,LSE,EUR,ETF,IE00B3F81R35,LSE,
674,IE00B4L5YC18,IEMA,iShares MSCI EM UCITS ETF USD (Acc),UK,LSE,USD,ETF,IE00B4L5YC18,LSE,
675,IE00B52VJ196,IESG,iShares MSCI Europe SRI UCITS ETF EUR (Acc),UK,LSE,GBX,ETF,IE00B52VJ196,LSE,
676,IE00B14X4N27,IEUX,iShares MSCI Europe ex-UK UCITS ETF EUR (Dist),UK,LSE,GBX,ETF,IE00B14X4N27,LSE,
677,IE00B7LGZ558,IFRB,iShares France Govt Bond UCITS ETF EUR (Dist),UK,LSE,EUR,ETF,IE00B7LGZ558,LSE,
678,IE00BCRY5Y77,IGSD,iShares $ Short Duration Corp Bond UCITS ETF USD (Dist),UK,LSE,GBP,ETF,IE00BCRY5Y77,LSE,
679,IE00B57X3V84,IGSG,iShares Dow Jones Global Sustainability Screened UCITS ETF USD (Acc),UK,LSE,GBX,ETF,IE00B57X3V84,LSE,
680,GB00BHJYC057,IHG,InterContinental Hotels Group PLC,UK,LSE,GBX,Common Stock,GB00BHJYC057,LSE,/img/logos/LSE/IHG.png
681,GB00B1YW4409,III,3i Group Plc,UK,LSE,GBX,Common Stock,GB00B1YW4409,LSE,/img/logos/LSE/III.png
682,IE00B02KXH56,IJPN,iShares MSCI Japan UCITS ETF USD (Dist),UK,LSE,GBX,ETF,IE00B02KXH56,LSE,
683,IE00B1YZSC51,IMEU,iShares II Public Limited Company - iShares MSCI Europe UCITS ETF EUR (Dist),UK,LSE,GBX,ETF,IE00B1YZSC51,LSE,
684,IE00B3YLTY66,IMID,SPDR MSCI ACWI IMI UCITS ETF,UK,LSE,USD,ETF,IE00B3YLTY66,LSE,
685,GB00BMJ6DW54,INF,Informa plc,UK,LSE,GBX,Common Stock,GB00BMJ6DW54,LSE,/img/logos/LSE/INF.png
686,IE00B0M63284,IPRP,iShares European Property Yield UCITS ETF EUR (Dist),UK,LSE,GBX,ETF,IE00B0M63284,LSE,
687,IE00B6X2VY59,IRCP,iShares &#226;&#130;&#172; Corp Bond Interest Rate Hedged UCITS ETF EUR (Dist),UK,LSE,EUR,ETF,IE00B6X2VY59,LSE,
688,IE0005042456,ISF,iShares Core FTSE 100 UCITS ETF GBP (Dist),UK,LSE,GBX,ETF,IE0005042456,LSE,
689,IE00BYPLS672,ISPY,Legal & General UCITS ETF Plc - L&G Cyber Security UCITS ETF,UK,LSE,GBX,ETF,IE00BYPLS672,LSE,
690,GB0031638363,ITRK,Intertek Group plc,UK,LSE,GBX,Common Stock,GB0031638363,LSE,/img/logos/LSE/ITRK.png
691,GB0033986497,ITV,ITV plc,UK,LSE,GBX,Common Stock,GB0033986497,LSE,/img/logos/LSE/ITV.png
692,IE00B3ZW0K18,IUSE,iShares S&P 500 EUR Hedged UCITS ETF (Acc),UK,LSE,EUR,ETF,IE00B3ZW0K18,LSE,
693,IE00B4L5Y983,IWDA,iShares Core MSCI World UCITS ETF USD (Acc),UK,LSE,USD,ETF,IE00B4L5Y983,LSE,
694,IE00B441G979,IWDE,iShares MSCI World EUR Hedged UCITS ETF (Acc),UK,LSE,EUR,ETF,IE00B441G979,LSE,
695,GB00BYX91H57,JD,JD Sports Fashion plc,UK,LSE,GBX,Common Stock,GB00BYX91H57,LSE,/img/logos/LSE/JD.png
696,NL0012015705,JET,Just Eat Takeaway.com N.V,UK,LSE,GBX,Common Stock,NL0012015705,LSE,/img/logos/LSE/JET.png
697,GB00BZ4BQC70,JMAT,Johnson Matthey Plc,UK,LSE,GBX,Common Stock,GB00BZ4BQC70,LSE,/img/logos/LSE/JMAT.png
698,GB0033195214,KGF,Kingfisher plc,UK,LSE,GBX,Common Stock,GB0033195214,LSE,/img/logos/LSE/KGF.png
699,IE00BFXR7892,KWEB,KraneShares CSI China Internet ETF USD,UK,LSE,USD,ETF,IE00BFXR7892,LSE,
700,GB00BYW0PQ60,LAND,Land Securities Group plc,UK,LSE,GBX,Common Stock,GB00BYW0PQ60,LSE,/img/logos/LSE/LAND.png
701,GB0005603997,LGEN,Legal & General Group Plc,UK,LSE,GBX,Common Stock,GB0005603997,LSE,/img/logos/LSE/LGEN.png
702,GB0008706128,LLOY,Lloyds Banking Group plc,UK,LSE,GBX,Common Stock,GB0008706128,LSE,/img/logos/LSE/LLOY.png
703,IE0032895942,LQDE,iShares $ Corp Bond UCITS ETF USD (Dist),UK,LSE,USD,ETF,IE0032895942,LSE,
